account,contracts,date,trade_count,wins,losses,gross_pnl,net_pnl,avg_win,avg_loss,win_rate,max_single_loss,max_single_win,killswitch_triggered,day_result
25K,6,2020-05-29,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-06-01,4,1,3,360.0,269.28,355.32,-28.68,25.0,-28.68,355.32,0,WIN
25K,6,2020-06-02,5,2,3,858.0,744.6,415.32,-28.68,40.0,-28.68,679.32,0,WIN
25K,6,2020-06-03,4,1,3,138.0,47.28,133.32,-28.68,25.0,-28.68,133.32,0,WIN
25K,6,2020-06-04,5,2,3,1929.0,1815.6,950.82,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-06-05,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-06-08,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-06-09,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-06-10,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2020-06-11,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2020-06-12,5,2,3,1530.0,1416.6,751.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-06-15,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2020-06-16,4,1,3,1176.0,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN
25K,6,2020-06-17,4,2,2,861.0,770.28,413.82,-28.68,50.0,-28.68,655.32,0,WIN
25K,6,2020-06-18,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-06-22,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-06-23,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-06-24,6,3,3,504.0,367.92,151.32,-28.68,50.0,-28.68,151.32,0,WIN
25K,6,2020-06-25,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-06-26,5,2,3,525.0,411.6,248.82,-28.68,40.0,-28.68,346.32,0,WIN
25K,6,2020-06-29,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-06-30,1,0,1,-6.0,-28.68,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-01,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-02,4,1,3,540.0,449.28,535.32,-28.68,25.0,-28.68,535.32,0,WIN
25K,6,2020-07-03,2,0,2,-12.0,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-06,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-07-07,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-08,5,3,2,1305.0,1191.6,416.32,-28.68,60.0,-28.68,571.32,0,WIN
25K,6,2020-07-09,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-10,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-13,4,1,3,981.0,890.28,976.32,-28.68,25.0,-28.68,976.32,0,WIN
25K,6,2020-07-14,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2020-07-15,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2020-07-16,6,3,3,1704.0,1567.92,551.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2020-07-17,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-20,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-21,4,2,2,756.0,665.28,361.32,-28.68,50.0,-28.68,571.32,0,WIN
25K,6,2020-07-22,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2020-07-23,4,1,3,336.0,245.28,331.32,-28.68,25.0,-28.68,331.32,0,WIN
25K,6,2020-07-24,5,2,3,930.0,816.6,451.32,-28.68,40.0,-28.68,571.32,0,WIN
25K,6,2020-07-27,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-28,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-29,5,2,3,1212.0,1098.6,592.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-07-30,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-07-31,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2020-08-03,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-08-04,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-08-05,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-08-06,5,1,4,315.0,201.6,316.32,-28.68,20.0,-28.68,316.32,0,WIN
25K,6,2020-08-07,4,1,3,1176.0,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN
25K,6,2020-08-10,4,1,3,1176.0,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN
25K,6,2020-08-11,5,1,4,876.0,762.6,877.32,-28.68,20.0,-28.68,877.32,0,WIN
25K,6,2020-08-12,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-08-13,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-08-14,4,2,2,978.0,887.28,472.32,-28.68,50.0,-28.68,730.32,0,WIN
25K,6,2020-08-17,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-08-18,4,1,3,882.0,791.28,877.32,-28.68,25.0,-28.68,877.32,0,WIN
25K,6,2020-08-19,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-08-20,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-08-21,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-08-24,5,3,2,1479.0,1365.6,474.32,-28.68,60.0,-28.68,700.32,0,WIN
25K,6,2020-08-25,4,1,3,522.0,431.28,517.32,-28.68,25.0,-28.68,517.32,0,WIN
25K,6,2020-08-26,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-08-27,5,2,3,1770.0,1656.6,871.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-08-28,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-08-31,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2020-09-01,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-09-02,4,1,3,1176.0,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN
25K,6,2020-09-03,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2020-09-04,6,2,4,924.0,787.92,451.32,-28.68,33.33,-28.68,571.32,0,WIN
25K,6,2020-09-07,2,1,1,168.0,122.64,151.32,-28.68,50.0,-28.68,151.32,0,WIN
25K,6,2020-09-08,5,2,3,510.0,396.6,241.32,-28.68,40.0,-28.68,331.32,0,WIN
25K,6,2020-09-09,6,2,4,1344.0,1207.92,661.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2020-09-10,5,2,3,750.0,636.6,361.32,-28.68,40.0,-28.68,571.32,0,WIN
25K,6,2020-09-11,6,3,3,1344.0,1207.92,431.32,-28.68,50.0,-28.68,571.32,0,WIN
25K,6,2020-09-14,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-09-15,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2020-09-16,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-09-17,6,2,4,1344.0,1207.92,661.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2020-09-21,5,2,3,1350.0,1236.6,661.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-09-22,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-09-23,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-09-24,8,6,2,4092.0,3910.56,661.32,-28.68,75.0,-28.68,1171.32,0,WIN
25K,6,2020-09-25,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2020-09-28,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-09-29,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-09-30,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-10-01,5,2,3,1719.0,1605.6,845.82,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-10-02,8,5,3,1212.0,1030.56,223.32,-28.68,62.5,-28.68,331.32,0,WIN
25K,6,2020-10-05,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-10-06,7,3,4,1518.0,1359.24,491.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2020-10-07,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2020-10-08,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-10-09,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-10-12,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-10-13,5,2,3,510.0,396.6,241.32,-28.68,40.0,-28.68,331.32,0,WIN
25K,6,2020-10-14,4,1,3,1176.0,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN
25K,6,2020-10-15,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-10-16,6,2,4,1524.0,1387.92,751.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2020-10-19,5,2,3,1530.0,1416.6,751.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-10-20,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-10-21,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2020-10-22,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-10-23,5,1,4,216.0,102.6,217.32,-28.68,20.0,-28.68,217.32,0,WIN
25K,6,2020-10-26,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2020-10-27,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-10-28,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2020-10-29,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2020-10-30,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-11-02,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-11-03,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2020-11-04,6,3,3,864.0,727.92,271.32,-28.68,50.0,-28.68,331.32,0,WIN
25K,6,2020-11-05,5,2,3,1530.0,1416.6,751.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-11-06,6,2,4,324.0,187.92,151.32,-28.68,33.33,-28.68,151.32,0,WIN
25K,6,2020-11-09,6,3,3,1704.0,1567.92,551.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2020-11-10,7,4,3,858.0,699.24,196.32,-28.68,57.14,-28.68,331.32,0,WIN
25K,6,2020-11-11,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-11-12,6,2,4,684.0,547.92,331.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2020-11-13,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2020-11-16,5,1,4,426.0,312.6,427.32,-28.68,20.0,-28.68,427.32,0,WIN
25K,6,2020-11-17,5,2,3,903.0,789.6,437.82,-28.68,40.0,-28.68,544.32,0,WIN
25K,6,2020-11-18,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-11-19,6,3,3,507.0,370.92,152.32,-28.68,50.0,-28.68,154.32,0,WIN
25K,6,2020-11-20,5,2,3,1311.0,1197.6,641.82,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2020-11-23,6,3,3,1524.0,1387.92,491.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2020-11-24,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-11-25,5,2,3,231.0,117.6,101.82,-28.68,40.0,-28.68,151.32,0,WIN
25K,6,2020-11-26,3,1,2,1182.0,1113.96,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2020-11-27,3,1,2,342.0,273.96,331.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2020-11-30,5,1,4,690.0,576.6,691.32,-28.68,20.0,-28.68,691.32,0,WIN
25K,6,2020-12-01,5,2,3,894.0,780.6,433.32,-28.68,40.0,-28.68,715.32,0,WIN
25K,6,2020-12-02,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2020-12-03,4,1,3,336.0,245.28,331.32,-28.68,25.0,-28.68,331.32,0,WIN
25K,6,2020-12-04,5,2,3,549.0,435.6,260.82,-28.68,40.0,-28.68,370.32,0,WIN
25K,6,2020-12-07,5,2,3,1074.0,960.6,523.32,-28.68,40.0,-28.68,895.32,0,WIN
25K,6,2020-12-08,4,1,3,750.0,659.28,745.32,-28.68,25.0,-28.68,745.32,0,WIN
25K,6,2020-12-09,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2020-12-10,5,3,2,1479.0,1365.6,474.32,-28.68,60.0,-28.68,571.32,0,WIN
25K,6,2020-12-11,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2020-12-14,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2020-12-15,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-12-16,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2020-12-17,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-12-21,6,1,5,324.0,187.92,331.32,-28.68,16.67,-28.68,331.32,0,WIN
25K,6,2020-12-22,4,2,2,2067.0,1976.28,1016.82,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2020-12-23,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-12-24,3,0,3,-18.0,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-12-28,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2020-12-29,4,1,3,402.0,311.28,397.32,-28.68,25.0,-28.68,397.32,0,WIN
25K,6,2020-12-30,4,1,3,66.0,-24.72,61.32,-28.68,25.0,-28.68,61.32,0,LOSS
25K,6,2020-12-31,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-01-04,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2021-01-05,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2021-01-06,6,3,3,2124.0,1987.92,691.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2021-01-07,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-01-08,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2021-01-11,7,4,3,1218.0,1059.24,286.32,-28.68,57.14,-28.68,331.32,0,WIN
25K,6,2021-01-12,6,4,2,1581.0,1444.92,375.57,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2021-01-13,5,3,2,621.0,507.6,188.32,-28.68,60.0,-28.68,331.32,0,WIN
25K,6,2021-01-14,5,2,3,1047.0,933.6,509.82,-28.68,40.0,-28.68,868.32,0,WIN
25K,6,2021-01-15,5,1,4,570.0,456.6,571.32,-28.68,20.0,-28.68,571.32,0,WIN
25K,6,2021-01-18,1,1,0,1194.0,1171.32,1171.32,0.0,100.0,1171.32,1171.32,0,WIN
25K,6,2021-01-19,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-01-20,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2021-01-21,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-01-22,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2021-01-25,6,2,4,504.0,367.92,241.32,-28.68,33.33,-28.68,331.32,0,WIN
25K,6,2021-01-26,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-01-27,6,4,2,3324.0,3187.92,811.32,-28.68,66.67,-28.68,1171.32,0,WIN
25K,6,2021-01-28,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-01-29,4,1,3,336.0,245.28,331.32,-28.68,25.0,-28.68,331.32,0,WIN
25K,6,2021-02-01,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-02-02,4,1,3,549.0,458.28,544.32,-28.68,25.0,-28.68,544.32,0,WIN
25K,6,2021-02-03,5,2,3,684.0,570.6,328.32,-28.68,40.0,-28.68,505.32,0,WIN
25K,6,2021-02-04,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-02-05,4,1,3,294.0,203.28,289.32,-28.68,25.0,-28.68,289.32,0,WIN
25K,6,2021-02-08,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-02-09,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-02-10,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2021-02-11,5,2,3,237.0,123.6,104.82,-28.68,40.0,-28.68,151.32,0,WIN
25K,6,2021-02-12,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-02-15,3,0,3,-18.0,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-02-16,4,2,2,336.0,245.28,151.32,-28.68,50.0,-28.68,151.32,0,WIN
25K,6,2021-02-17,5,2,3,1350.0,1236.6,661.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2021-02-18,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-02-19,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2021-02-22,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2021-02-23,6,3,3,2364.0,2227.92,771.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2021-02-24,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2021-02-25,6,2,4,1344.0,1207.92,661.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2021-02-26,7,3,4,2958.0,2799.24,971.32,-28.68,42.86,-28.68,1171.32,0,WIN
25K,6,2021-03-01,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-02,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-03,6,2,4,1344.0,1207.92,661.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2021-03-04,4,1,3,336.0,245.28,331.32,-28.68,25.0,-28.68,331.32,0,WIN
25K,6,2021-03-05,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2021-03-08,6,3,3,1704.0,1567.92,551.32,-28.68,50.0,-28.68,1171.32,0,WIN
25K,6,2021-03-09,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-10,5,4,1,1278.0,1164.6,298.32,-28.68,80.0,-28.68,379.32,0,WIN
25K,6,2021-03-11,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-12,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2021-03-15,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-16,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-17,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2021-03-18,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-22,5,1,4,153.0,39.6,154.32,-28.68,20.0,-28.68,154.32,0,WIN
25K,6,2021-03-23,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2021-03-24,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-25,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-03-26,6,2,4,1344.0,1207.92,661.32,-28.68,33.33,-28.68,1171.32,0,WIN
25K,6,2021-03-29,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2021-03-30,5,3,2,978.0,864.6,307.32,-28.68,60.0,-28.68,619.32,0,WIN
25K,6,2021-03-31,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-01,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-05,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-06,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-07,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2021-04-08,5,2,3,237.0,123.6,104.82,-28.68,40.0,-28.68,151.32,0,WIN
25K,6,2021-04-09,6,3,3,1344.0,1207.92,431.32,-28.68,50.0,-28.68,571.32,0,WIN
25K,6,2021-04-12,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2021-04-13,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-14,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-15,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-16,3,0,3,-18.0,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-19,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2021-04-20,4,1,3,1176.0,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN
25K,6,2021-04-21,5,2,3,762.0,648.6,367.32,-28.68,40.0,-28.68,571.32,0,WIN
25K,6,2021-04-22,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2021-04-23,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-26,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-27,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-04-28,5,4,1,1332.0,1218.6,311.82,-28.68,80.0,-28.68,454.32,0,WIN
25K,6,2021-04-29,5,2,3,1350.0,1236.6,661.32,-28.68,40.0,-28.68,1171.32,0,WIN
25K,6,2021-04-30,6,3,3,864.0,727.92,271.32,-28.68,50.0,-28.68,331.32,0,WIN
25K,6,2021-05-03,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2021-05-04,5,1,4,150.0,36.6,151.32,-28.68,20.0,-28.68,151.32,0,WIN
25K,6,2021-05-05,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2021-05-06,5,1,4,1170.0,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN
25K,6,2021-05-07,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-05-10,5,2,3,861.0,747.6,416.82,-28.68,40.0,-28.68,682.32,0,WIN
25K,6,2021-05-11,5,1,4,330.0,216.6,331.32,-28.68,20.0,-28.68,331.32,0,WIN
25K,6,2021-05-12,5,2,3,696.0,582.6,334.32,-28.68,40.0,-28.68,337.32,0,WIN
25K,6,2021-05-13,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-05-14,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-05-17,4,1,3,156.0,65.28,151.32,-28.68,25.0,-28.68,151.32,0,WIN
25K,6,2021-05-18,5,1,4,96.0,-17.4,97.32,-28.68,20.0,-28.68,97.32,0,LOSS
25K,6,2021-05-19,4,0,4,-24.0,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
25K,6,2021-05-20,5,0,5,-30.0,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS
