date,trade_count,wins,losses,gross_pnl,net_pnl,avg_win,avg_loss,win_rate,max_single_loss,max_single_win,killswitch_triggered,day_result,cumulative_total_pnl
2022-11-09,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,325419.96
2022-11-10,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,325276.56
2022-11-11,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,326361.84
2022-11-14,5,1,4,159.6,159.6,274.32,-28.68,20.0,-28.68,274.32,0,WIN,326521.44
2022-11-15,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,326406.72
2022-11-16,5,1,4,585.6,585.6,700.32,-28.68,20.0,-28.68,700.32,0,WIN,326992.32
2022-11-17,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,328048.92
2022-11-18,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,330305.52
2022-11-21,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,330190.8
2022-11-22,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,331247.4
2022-11-23,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,332304.0
2022-11-24,3,1,2,1113.96,1113.96,1171.32,-28.68,33.33,-28.68,1171.32,0,WIN,333417.96
2022-11-25,3,1,2,117.96,117.96,175.32,-28.68,33.33,-28.68,175.32,0,WIN,333535.92
2022-11-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,333392.52
2022-11-29,5,1,4,123.6,123.6,238.32,-28.68,20.0,-28.68,238.32,0,WIN,333516.12
2022-11-30,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,333372.72
2022-12-01,4,1,3,557.28,557.28,643.32,-28.68,25.0,-28.68,643.32,0,WIN,333930.0
2022-12-02,4,1,3,302.28,302.28,388.32,-28.68,25.0,-28.68,388.32,0,WIN,334232.28
2022-12-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,334088.88
2022-12-06,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,333945.48
2022-12-07,4,1,3,524.28,524.28,610.32,-28.68,25.0,-28.68,610.32,0,WIN,334469.76
2022-12-08,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,335526.36
2022-12-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,335382.96
2022-12-12,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,335239.56
2022-12-13,5,3,2,2994.6,2994.6,1017.32,-28.68,60.0,-28.68,1171.32,0,WIN,338234.16
2022-12-14,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,338119.44
2022-12-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,337976.04
2022-12-19,5,1,4,666.6,666.6,781.32,-28.68,20.0,-28.68,781.32,0,WIN,338642.64
2022-12-20,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,339699.24
2022-12-21,5,2,3,708.6,708.6,397.32,-28.68,40.0,-28.68,520.32,0,WIN,340407.84
2022-12-22,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,340264.44
2022-12-23,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,341321.04
2022-12-27,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,341177.64
2022-12-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,341034.24
2022-12-29,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,340919.52
2022-12-30,5,1,4,678.6,678.6,793.32,-28.68,20.0,-28.68,793.32,0,WIN,341598.12
2023-01-03,6,2,4,1699.92,1699.92,907.32,-28.68,33.33,-28.68,1171.32,0,WIN,343298.04
2023-01-04,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,343183.32
2023-01-05,5,1,4,621.6,621.6,736.32,-28.68,20.0,-28.68,736.32,0,WIN,343804.92
2023-01-06,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,344861.52
2023-01-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,344718.12
2023-01-10,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,344603.4
2023-01-11,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,344460.0
2023-01-12,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,344345.28
2023-01-13,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,344201.88
2023-01-16,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,344144.52
2023-01-17,5,2,3,726.6,726.6,406.32,-28.68,40.0,-28.68,547.32,0,WIN,344871.12
2023-01-18,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,344727.72
2023-01-19,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,345784.32
2023-01-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,345640.92
2023-01-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,345497.52
2023-01-24,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,346554.12
2023-01-25,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,346439.4
2023-01-26,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,346324.68
2023-01-27,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,346181.28
2023-01-30,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,346037.88
2023-01-31,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,345923.16
2023-02-01,5,1,4,-68.4,-68.4,46.32,-28.68,20.0,-28.68,46.32,0,LOSS,345854.76
2023-02-02,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,346911.36
2023-02-03,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,346767.96
2023-02-06,4,1,3,443.28,443.28,529.32,-28.68,25.0,-28.68,529.32,0,WIN,347211.24
2023-02-07,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,347067.84
2023-02-08,5,2,3,1428.6,1428.6,757.32,-28.68,40.0,-28.68,1171.32,0,WIN,348496.44
2023-02-09,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,348353.04
2023-02-10,5,1,4,252.6,252.6,367.32,-28.68,20.0,-28.68,367.32,0,WIN,348605.64
2023-02-13,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,349662.24
2023-02-14,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,351918.84
2023-02-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,351775.44
2023-02-16,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,351689.4
2023-02-17,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,351546.0
2023-02-20,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,351488.64
2023-02-21,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,351345.24
2023-02-22,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,352373.16
2023-02-23,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,353458.44
2023-02-24,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,353315.04
2023-02-27,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,353229.0
2023-02-28,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,353114.28
2023-03-01,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,354170.88
2023-03-02,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,354027.48
2023-03-03,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,353884.08
2023-03-06,4,1,3,887.28,887.28,973.32,-28.68,25.0,-28.68,973.32,0,WIN,354771.36
2023-03-07,6,3,3,2266.92,2266.92,784.32,-28.68,50.0,-28.68,1171.32,0,WIN,357038.28
2023-03-08,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,356894.88
2023-03-09,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,356780.16
2023-03-10,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,357836.76
2023-03-13,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,358893.36
2023-03-14,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358749.96
2023-03-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358606.56
2023-03-16,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358463.16
2023-03-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358319.76
2023-03-21,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358176.36
2023-03-22,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358032.96
2023-03-23,4,1,3,323.28,323.28,409.32,-28.68,25.0,-28.68,409.32,0,WIN,358356.24
2023-03-24,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358212.84
2023-03-27,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358098.12
2023-03-28,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,357983.4
2023-03-29,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,357868.68
2023-03-30,5,1,4,336.6,336.6,451.32,-28.68,20.0,-28.68,451.32,0,WIN,358205.28
2023-03-31,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358061.88
2023-04-03,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,357918.48
2023-04-04,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,358975.08
2023-04-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,358831.68
2023-04-06,5,2,3,2052.6,2052.6,1069.32,-28.68,40.0,-28.68,1171.32,0,WIN,360884.28
2023-04-10,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,361940.88
2023-04-11,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,361826.16
2023-04-12,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,362882.76
2023-04-13,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,362739.36
2023-04-14,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,363767.28
2023-04-17,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,363652.56
2023-04-18,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,364709.16
2023-04-19,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,364565.76
2023-04-20,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,364451.04
2023-04-21,4,1,3,704.28,704.28,790.32,-28.68,25.0,-28.68,790.32,0,WIN,365155.32
2023-04-24,5,2,3,1638.6,1638.6,862.32,-28.68,40.0,-28.68,1171.32,0,WIN,366793.92
2023-04-25,6,1,5,1027.92,1027.92,1171.32,-28.68,16.67,-28.68,1171.32,0,WIN,367821.84
2023-04-26,4,1,3,728.28,728.28,814.32,-28.68,25.0,-28.68,814.32,0,WIN,368550.12
2023-04-27,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,368406.72
2023-04-28,6,3,3,2848.92,2848.92,978.32,-28.68,50.0,-28.68,1171.32,0,WIN,371255.64
2023-05-01,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,371140.92
2023-05-02,5,1,4,291.6,291.6,406.32,-28.68,20.0,-28.68,406.32,0,WIN,371432.52
2023-05-03,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,371317.8
2023-05-04,4,1,3,647.28,647.28,733.32,-28.68,25.0,-28.68,733.32,0,WIN,371965.08
2023-05-05,5,1,4,639.6,639.6,754.32,-28.68,20.0,-28.68,754.32,0,WIN,372604.68
2023-05-08,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,372489.96
2023-05-09,5,1,4,120.6,120.6,235.32,-28.68,20.0,-28.68,235.32,0,WIN,372610.56
2023-05-10,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,372467.16
2023-05-11,4,1,3,530.28,530.28,616.32,-28.68,25.0,-28.68,616.32,0,WIN,372997.44
2023-05-12,5,1,4,717.6,717.6,832.32,-28.68,20.0,-28.68,832.32,0,WIN,373715.04
2023-05-15,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373571.64
2023-05-16,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373428.24
2023-05-17,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373284.84
2023-05-18,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373170.12
2023-05-19,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373026.72
2023-05-22,5,2,3,1068.6,1068.6,577.32,-28.68,40.0,-28.68,697.32,0,WIN,374095.32
2023-05-23,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373980.6
2023-05-24,4,1,3,407.28,407.28,493.32,-28.68,25.0,-28.68,493.32,0,WIN,374387.88
2023-05-25,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,374244.48
2023-05-26,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,374101.08
2023-05-29,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,374015.04
2023-05-30,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373900.32
2023-05-31,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373785.6
2023-06-01,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,373670.88
2023-06-02,5,2,3,1299.6,1299.6,692.82,-28.68,40.0,-28.68,1171.32,0,WIN,374970.48
2023-06-05,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,374827.08
2023-06-06,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,374683.68
2023-06-07,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,374568.96
2023-06-08,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,374425.56
2023-06-09,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,375510.84
2023-06-12,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,375367.44
2023-06-13,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,376424.04
2023-06-14,5,1,4,93.6,93.6,208.32,-28.68,20.0,-28.68,208.32,0,WIN,376517.64
2023-06-15,5,2,3,1890.6,1890.6,988.32,-28.68,40.0,-28.68,1171.32,0,WIN,378408.24
2023-06-19,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,378350.88
2023-06-20,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,380607.48
2023-06-21,5,3,2,2511.6,2511.6,856.32,-28.68,60.0,-28.68,1060.32,0,WIN,383119.08
2023-06-22,4,1,3,521.28,521.28,607.32,-28.68,25.0,-28.68,607.32,0,WIN,383640.36
2023-06-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,383496.96
2023-06-26,5,1,4,156.6,156.6,271.32,-28.68,20.0,-28.68,271.32,0,WIN,383653.56
2023-06-27,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,383510.16
2023-06-28,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,383395.44
2023-06-29,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,384480.72
2023-06-30,5,1,4,-20.4,-20.4,94.32,-28.68,20.0,-28.68,94.32,0,LOSS,384460.32
2023-07-03,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,384374.28
2023-07-04,3,0,3,-86.04,-86.04,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,384288.24
2023-07-05,4,1,3,80.28,80.28,166.32,-28.68,25.0,-28.68,166.32,0,WIN,384368.52
2023-07-06,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,385425.12
2023-07-07,5,1,4,534.6,534.6,649.32,-28.68,20.0,-28.68,649.32,0,WIN,385959.72
2023-07-10,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,387045.0
2023-07-11,4,1,3,236.28,236.28,322.32,-28.68,25.0,-28.68,322.32,0,WIN,387281.28
2023-07-12,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,387166.56
2023-07-13,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,387051.84
2023-07-14,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,386937.12
2023-07-17,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,386793.72
2023-07-18,5,2,3,2022.6,2022.6,1054.32,-28.68,40.0,-28.68,1171.32,0,WIN,388816.32
2023-07-19,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,389901.6
2023-07-20,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,390958.2
2023-07-21,5,3,2,2952.6,2952.6,1003.32,-28.68,60.0,-28.68,1171.32,0,WIN,393910.8
2023-07-24,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,394996.08
2023-07-25,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,394852.68
2023-07-26,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,394737.96
2023-07-27,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,395794.56
2023-07-28,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,395679.84
2023-07-31,5,2,3,333.6,333.6,209.82,-28.68,40.0,-28.68,298.32,0,WIN,396013.44
2023-08-01,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,395870.04
2023-08-02,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,395755.32
2023-08-03,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,395611.92
2023-08-04,6,4,2,4627.92,4627.92,1171.32,-28.68,66.67,-28.68,1171.32,0,WIN,400239.84
2023-08-07,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,401296.44
2023-08-08,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,401153.04
2023-08-09,4,2,2,2285.28,2285.28,1171.32,-28.68,50.0,-28.68,1171.32,0,WIN,403438.32
2023-08-10,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,403323.6
2023-08-11,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,404408.88
2023-08-14,5,2,3,1938.6,1938.6,1012.32,-28.68,40.0,-28.68,1171.32,0,WIN,406347.48
2023-08-15,4,1,3,110.28,110.28,196.32,-28.68,25.0,-28.68,196.32,0,WIN,406457.76
2023-08-16,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,407514.36
2023-08-17,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,408570.96
2023-08-18,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,408456.24
2023-08-21,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,408312.84
2023-08-22,4,1,3,395.28,395.28,481.32,-28.68,25.0,-28.68,481.32,0,WIN,408708.12
2023-08-23,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,408564.72
2023-08-24,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,408450.0
2023-08-25,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,409535.28
2023-08-28,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,409391.88
2023-08-29,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,409277.16
2023-08-30,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,409133.76
2023-08-31,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,408990.36
2023-09-01,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,408875.64
2023-09-04,2,0,2,-57.36,-57.36,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,408818.28
2023-09-05,5,1,4,-53.4,-53.4,61.32,-28.68,20.0,-28.68,61.32,0,LOSS,408764.88
2023-09-06,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,409821.48
2023-09-07,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,409706.76
2023-09-08,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,409563.36
2023-09-11,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,409448.64
2023-09-12,4,2,2,1502.28,1502.28,779.82,-28.68,50.0,-28.68,1171.32,0,WIN,410950.92
2023-09-13,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,410807.52
2023-09-14,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,410664.12
2023-09-18,4,1,3,506.28,506.28,592.32,-28.68,25.0,-28.68,592.32,0,WIN,411170.4
2023-09-19,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,411027.0
2023-09-20,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,410883.6
2023-09-21,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,410740.2
2023-09-22,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,411796.8
2023-09-25,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,412853.4
2023-09-26,5,1,4,786.6,786.6,901.32,-28.68,20.0,-28.68,901.32,0,WIN,413640.0
2023-09-27,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,413525.28
2023-09-28,5,2,3,2256.6,2256.6,1171.32,-28.68,40.0,-28.68,1171.32,0,WIN,415781.88
2023-09-29,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,416838.48
2023-10-02,5,1,4,72.6,72.6,187.32,-28.68,20.0,-28.68,187.32,0,WIN,416911.08
2023-10-03,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,416767.68
2023-10-04,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,416652.96
2023-10-05,5,1,4,423.6,423.6,538.32,-28.68,20.0,-28.68,538.32,0,WIN,417076.56
2023-10-06,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,416961.84
2023-10-09,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,418018.44
2023-10-10,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,419075.04
2023-10-11,5,1,4,699.6,699.6,814.32,-28.68,20.0,-28.68,814.32,0,WIN,419774.64
2023-10-12,5,1,4,381.6,381.6,496.32,-28.68,20.0,-28.68,496.32,0,WIN,420156.24
2023-10-13,4,1,3,1085.28,1085.28,1171.32,-28.68,25.0,-28.68,1171.32,0,WIN,421241.52
2023-10-16,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,421126.8
2023-10-17,4,0,4,-114.72,-114.72,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,421012.08
2023-10-18,5,0,5,-143.4,-143.4,0.0,-28.68,0.0,-28.68,-28.68,0,LOSS,420868.68
2023-10-19,6,3,3,3427.92,3427.92,1171.32,-28.68,50.0,-28.68,1171.32,0,WIN,424296.6
2023-10-20,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,425353.2
2023-10-23,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,426409.8
2023-10-24,5,1,4,1056.6,1056.6,1171.32,-28.68,20.0,-28.68,1171.32,0,WIN,427466.4
